image_id,color_hist_red_00,color_hist_red_01,color_hist_red_02,color_hist_red_03,color_hist_red_04,color_hist_red_05,color_hist_red_06,color_hist_red_07,color_hist_red_08,color_hist_red_09,color_hist_red_10,color_hist_red_11,color_hist_red_12,color_hist_red_13,color_hist_red_14,color_hist_red_15,red_mean,red_std,color_hist_green_00,color_hist_green_01,color_hist_green_02,color_hist_green_03,color_hist_green_04,color_hist_green_05,color_hist_green_06,color_hist_green_07,color_hist_green_08,color_hist_green_09,color_hist_green_10,color_hist_green_11,color_hist_green_12,color_hist_green_13,color_hist_green_14,color_hist_green_15,green_mean,green_std,color_hist_blue_00,color_hist_blue_01,color_hist_blue_02,color_hist_blue_03,color_hist_blue_04,color_hist_blue_05,color_hist_blue_06,color_hist_blue_07,color_hist_blue_08,color_hist_blue_09,color_hist_blue_10,color_hist_blue_11,color_hist_blue_12,color_hist_blue_13,color_hist_blue_14,color_hist_blue_15,blue_mean,blue_std,haralick_contrast_mean,haralick_contrast_std,haralick_dissimilarity_mean,haralick_dissimilarity_std,haralick_homogeneity_mean,haralick_homogeneity_std,haralick_energy_mean,haralick_energy_std,haralick_asm_mean,haralick_asm_std,haralick_correlation_mean,haralick_correlation_std,haralick_entropy_mean,haralick_entropy_std
synthetic_tile_000,0.000278472900390625,4.9591064453125e-05,0.0,8.0108642578125e-05,0.0,0.001819610595703125,0.0,0.0,0.000823974609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0594482421875,246.81512451171875,36.69552993774414,0.00032806396484375,0.0,8.0108642578125e-05,0.0,0.001819610595703125,0.0,0.000823974609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000484466552734375,0.058963775634765625,245.77569580078125,40.444664001464844,0.00020599365234375,7.2479248046875e-05,0.0,4.9591064453125e-05,0.0,8.0108642578125e-05,0.0,0.001819610595703125,0.0,0.000823974609375,0.0,0.0,0.0,0.0,0.000484466552734375,0.058963775634765625,248.16143798828125,30.650856018066406,5.204561295841342,0.7712939978265972,0.22778445947516895,0.0341097534571671,0.9883038267256592,0.0018145793734714172,0.937987736275897,0.0010102335675169717,0.8798220139758429,0.0018952393696141713,0.8821903175231718,0.01711461717750913,0.5490543975844452,0.012981346625701851
synthetic_tile_001,0.000530242919921875,0.0,0.0,0.0,0.0,0.000675201416015625,0.0,0.0005645751953125,0.000762939453125,0.0,0.0,0.00091552734375,0.0001983642578125,0.0,0.0,0.0588531494140625,247.05413818359375,34.907569885253906,0.000530242919921875,0.0,0.0,0.0,0.000675201416015625,0.0,0.0013275146484375,0.0,0.0,0.0,0.00091552734375,0.0001983642578125,0.0,0.0,0.0,0.0588531494140625,246.1461181640625,37.71576690673828,0.00029754638671875,0.000232696533203125,0.0,0.0,0.0,0.0,0.0,0.000675201416015625,0.0,0.0005645751953125,0.000762939453125,0.0,0.00091552734375,0.0001983642578125,0.0,0.0588531494140625,248.51861572265625,29.702009201049805,4.5662372027869065,0.7770982169608841,0.23819503107756215,0.0389886247109311,0.9850138613958723,0.0023767012576914946,0.9262867237616238,0.0013817754746376335,0.8580090039205049,0.002559817362921446,0.8819297599209579,0.019727320612894828,0.6726728117356973,0.0172821039902617
synthetic_tile_002,0.0,0.000156402587890625,0.0,0.0,0.0,0.000579833984375,8.0108642578125e-05,0.0,0.000911712646484375,0.0,0.00090789794921875,0.0,0.0,0.0,0.0,0.059864044189453125,249.6893310546875,26.229761123657227,8.392333984375e-05,7.2479248046875e-05,0.0,0.0,0.000579833984375,8.0108642578125e-05,0.0,0.000911712646484375,0.0,0.00090789794921875,0.0,0.0,0.0,0.0,0.000911712646484375,0.05895233154296875,248.77276611328125,29.105520248413086,0.0,0.0,0.0,8.392333984375e-05,7.2479248046875e-05,0.0,0.0,0.000148773193359375,0.000431060791015625,8.0108642578125e-05,0.000911712646484375,0.0,0.00090789794921875,0.0,0.000911712646484375,0.05895233154296875,250.8101806640625,20.064666748046875,4.210903593682188,0.7461253271018594,0.2342410700446401,0.04008033796408316,0.9842056551796805,0.002586612151307803,0.9351546699102035,0.0014289632323446788,0.8745162985907811,0.0026726673520294664,0.8107439367707681,0.03291241900869887,0.5854790891029567,0.017202003032393574
synthetic_tile_003,0.000141143798828125,0.0,0.0,0.0,0.0,0.00060272216796875,0.000370025634765625,0.0,0.0,0.0,0.000370025634765625,0.0,0.000232696533203125,9.1552734375e-05,0.0,0.06069183349609375,251.19085693359375,23.77008628845215,0.000141143798828125,0.0,0.0,0.0,0.000370025634765625,0.000232696533203125,0.000370025634765625,0.0,0.0,0.000370025634765625,0.0,0.0,0.000324249267578125,0.0,0.0,0.06069183349609375,250.81805419921875,25.133617401123047,0.0,0.0,0.0,0.000141143798828125,0.0,0.0,0.0,0.0,0.00060272216796875,0.000370025634765625,0.0,0.0,0.000370025634765625,0.000232696533203125,9.1552734375e-05,0.06069183349609375,252.15802001953125,17.612428665161133,2.8702284123318247,0.44367821548143116,0.15077994218488439,0.02368840675181351,0.9895578021776846,0.0016643517186711865,0.9526295403665616,0.0011153704472477433,0.907504285230241,0.0021250696730001906,0.8349013541423009,0.024905519112169983,0.45700389293128085,0.013386250431073138
synthetic_tile_004,0.0,0.0,0.0,2.6702880859375e-05,0.0,0.000354766845703125,0.000415802001953125,5.340576171875e-05,0.0,0.0,0.0,0.00042724609375,0.001361846923828125,0.000400543212890625,0.0,0.059459686279296875,250.7117919921875,21.645402908325195,0.0,0.0,0.0,0.0,2.6702880859375e-05,0.0,0.000354766845703125,0.000415802001953125,5.340576171875e-05,0.0,0.0,0.001190185546875,0.00099945068359375,0.000209808349609375,0.000568389892578125,0.058681488037109375,250.37603759765625,20.693660736083984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6702880859375e-05,0.000354766845703125,0.000469207763671875,0.0,0.00218963623046875,0.0007781982421875,0.058681488037109375,252.0413818359375,11.817134857177734,1.4883047422344846,0.249041405454324,0.13035719821439642,0.021105028286378405,0.9856565048492605,0.002313286818787595,0.9324174349257468,0.0012843159862688004,0.8694039224210617,0.0023948695119683752,0.875282868368262,0.020433028806946613,0.6177527900150432,0.01635005258730854
synthetic_tile_005,0.000179290771484375,0.0,0.0,0.0,0.0,0.000804901123046875,0.0,0.0,0.001056671142578125,0.0,0.000675201416015625,0.0,0.0,0.0002899169921875,0.0,0.0594940185546875,249.1212158203125,28.26925277709961,0.000179290771484375,0.0,0.0,0.0,0.000804901123046875,0.0,0.0,0.001056671142578125,0.0,0.0,0.000675201416015625,0.0,0.0002899169921875,0.0,0.0,0.0594940185546875,248.5479736328125,30.472135543823242,0.0,0.0,0.000179290771484375,0.0,0.0,0.0,0.0,0.0,0.000804901123046875,0.0,0.001056671142578125,0.0,0.000675201416015625,0.0002899169921875,0.0,0.0594940185546875,250.69696044921875,21.202531814575195,3.2188514767654537,0.5431753207866794,0.18091176026102052,0.03024137559978123,0.9879021049875192,0.0019706963989291914,0.9441197767357801,0.001152534493887459,0.8913634811593789,0.002176261218378026,0.8753115278827075,0.020590184813981526,0.49409482907058455,0.01361887046837553
synthetic_tile_006,0.0,0.0,0.0,0.0,0.0,0.000865936279296875,0.0,0.0005645751953125,9.1552734375e-05,0.0,8.0108642578125e-05,0.0,0.0,0.0,0.0,0.0608978271484375,251.1793212890625,23.69730567932129,0.0,0.0,0.0,0.0,0.00072479248046875,0.000141143798828125,0.0005645751953125,9.1552734375e-05,0.0,8.0108642578125e-05,0.0,0.0,0.0,9.1552734375e-05,0.0,0.0608062744140625,250.81097412109375,25.67334747314453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000865936279296875,0.0005645751953125,9.1552734375e-05,8.0108642578125e-05,0.0,0.0,9.1552734375e-05,0.0608062744140625,252.1676025390625,17.141803741455078,2.5872608151466303,0.38286638906230114,0.14236923786347574,0.02075119406756985,0.9915616426130892,0.001185519068175521,0.9684472832160859,0.0007000738470772461,0.9378906304720089,0.0013559563487956223,0.8516273073447632,0.02140371481350306,0.3054274924556135,0.008257682812816577
synthetic_tile_007,0.0,0.0001220703125,0.00014495849609375,0.0,0.000354766845703125,0.000274658203125,0.0,5.340576171875e-05,0.0,0.0,0.00180816650390625,0.0,0.000919342041015625,0.000690460205078125,0.0,0.058132171630859375,248.6103515625,26.96165657043457,0.0,0.0001220703125,0.0,0.00014495849609375,0.0,0.000354766845703125,0.000274658203125,5.340576171875e-05,0.0,0.0,0.00180816650390625,0.000675201416015625,0.000244140625,0.000690460205078125,0.000621795654296875,0.0575103759765625,248.25341796875,27.349943161010742,0.0,0.0,0.0,0.0,0.0001220703125,0.0,0.00014495849609375,0.0,0.000354766845703125,0.000274658203125,0.0,5.340576171875e-05,0.00180816650390625,0.000919342041015625,0.000690460205078125,0.058132171630859375,250.849853515625,17.608139038085938,2.8100357372589744,0.5243872777008751,0.20031295531341065,0.03483043545146558,0.9811947716177079,0.0030822774829012394,0.9109268231433119,0.0017668272438698194,0.829790798800476,0.003219035962986496,0.8625522250547776,0.02521921436323544,0.7753356824939347,0.0211907126430619
synthetic_tile_008,0.000392913818359375,4.1961669921875e-05,0.000148773193359375,0.0,0.0,0.000202178955078125,0.0001220703125,0.0,0.0,0.0,0.0,0.00042724609375,0.00042724609375,0.0,0.0002899169921875,0.06044769287109375,250.9193115234375,26.811960220336914,0.000392913818359375,4.1961669921875e-05,0.000148773193359375,0.0,3.0517578125e-05,0.000171661376953125,0.0001220703125,0.0,0.0,0.0,0.0,0.0008544921875,0.0,0.0002899169921875,0.0,0.06044769287109375,250.69927978515625,27.488862991333008,7.62939453125e-05,0.000316619873046875,0.0,0.0,4.1961669921875e-05,0.000148773193359375,0.0,0.0,0.000202178955078125,0.0001220703125,0.0,0.0,0.0,0.0008544921875,0.0002899169921875,0.06044769287109375,251.7474365234375,22.76492691040039,2.8004613196726393,0.487268673429143,0.1493253611507223,0.02571472494000402,0.9887706625350549,0.0018271312816702842,0.9594937247675981,0.0009067270454472265,0.9206290300223343,0.001739841584908825,0.872279061702942,0.021786723911126165,0.41554833119767237,0.01199584064471668
synthetic_tile_009,0.000324249267578125,0.0,0.0,0.0,0.0,0.000698089599609375,0.0,0.000377655029296875,0.000141143798828125,0.0,0.00213623046875,0.000392913818359375,0.0,0.000743865966796875,0.0,0.05768585205078125,247.0074462890625,31.244407653808594,0.000324249267578125,0.0,0.0,0.0,0.0,0.000698089599609375,9.1552734375e-05,0.000286102294921875,0.000141143798828125,0.0,0.002529144287109375,0.0,0.000370025634765625,0.00037384033203125,0.0,0.05768585205078125,246.21136474609375,33.099971771240234,3.4332275390625e-05,0.0,0.0002899169921875,0.0,0.0,0.0,0.0,0.0,0.000698089599609375,0.0,0.000377655029296875,0.000141143798828125,0.002529144287109375,0.0,0.000743865966796875,0.05768585205078125,249.1949462890625,23.533266067504883,4.223268259036518,0.6871641243357356,0.25384497643995285,0.03882309978947692,0.9795300613833726,0.003076593519514812,0.8958183532166124,0.00178942936022763,0.8024937240171586,0.0032060017136636304,0.8545601898681594,0.023621275970029363,0.8894450651072296,0.022268514286968875
